index	level before	level after	step	dwell before	dwell after	predicted error	measured error
792.0	122.5	96.2	-26.299999999999997	2.0	6.0	12.766835821587252	12.786349781729761
798.0	96.2	81.5	-14.700000000000003	6.0	3.0	11.056404147439736	13.581359774828636
801.0	81.5	107.18181818181819	25.681818181818187	3.0	11.0	10.18441178855547	16.4092225447434
812.0	107.18181818181819	97.85550833605754	-9.326309845760647	11.0	10.0	6.831911121018074	12.260609505833937
822.0	97.85550833605754	122.56565326359377	24.710144927536234	10.0	10.0	6.992683967448338	10.870710449598604
832.0	122.56565326359377	40.81565326359377	-81.75	10.0	4.0	9.250451387368392	9.096019852687977
836.0	40.81565326359377	122.38144273727798	81.56578947368422	4.0	4.0	11.056404147439736	9.647250615820262
840.0	122.38144273727798	165.0	42.61855726272202	4.0	2.0	13.54127427560951	5.5677643628300215
842.0	165.0	136.6	-28.400000000000006	2.0	5.0	13.08211381008939	7.741834407942344
847.0	136.6	107.0	-29.599999999999994	5.0	3.0	11.419005101859389	12.586037237086712
850.0	107.0	131.8	24.80000000000001	3.0	5.0	11.419005101859389	7.81562537485005
855.0	131.8	117.0	-14.800000000000011	5.0	2.0	13.08211381008939	4.242640687119285
857.0	117.0	95.33333333333333	-21.66666666666667	2.0	3.0	14.273756377324236	1.018350154434631
860.0	95.33333333333333	115.7	20.366666666666674	3.0	10.0	10.29295210238473	5.061817855276896
870.0	115.7	161.0	45.3	10.0	2.0	12.111683912892833	9.349985145561579
872.0	161.0	126.38464231532267	-34.615357684677335	2.0	2.0	15.636116696387411	9.5
874.0	126.38464231532267	30.068852841638464	-96.3157894736842	2.0	2.0	15.636116696387411	0.5
876.0	30.068852841638464	88.63135284163846	58.5625	2.0	16.0	11.727087522290558	7.130993915209155
892.0	88.63135284163846	58.49568210993115	-30.135670731707307	16.0	2.0	11.727087522290558	7.293680674239705
894.0	58.49568210993115	27.666666666666668	-30.829015443264485	2.0	3.0	14.273756377324236	3.288588574877498
897.0	27.666666666666668	64.0	36.33333333333333	3.0	2.0	14.273756377324236	5.01663898109747
899.0	64.0	35.0	-29.0	2.0	3.0	14.273756377324236	5.6960024968783545
902.0	35.0	53.0	18.0	3.0	2.0	14.273756377324236	7.560864148142502
904.0	53.0	80.0	27.0	2.0	2.0	15.636116696387411	5.999999999999999
906.0	80.0	62.5	-17.5	2.0	4.0	13.54127427560951	5.037360419902471
910.0	62.5	87.33333333333334	24.833333333333343	4.0	3.0	11.942281389393024	7.343427396381469
913.0	87.33333333333334	57.36842105263158	-29.96491228070176	3.0	20.0	9.680932584975167	6.404113261542668
933.0	57.36842105263158	98.9	41.53157894736842	20.0	11.0	5.869463544340162	4.866750870139193
944.0	98.9	133.0	34.099999999999994	11.0	2.0	12.01957851601746	6.104990507028581
946.0	133.0	102.5	-30.5	2.0	2.0	15.636116696387411	1.4999999999999998
948.0	102.5	77.0	-25.5	2.0	3.0	14.273756377324236	23.966025335260966
951.0	77.0	94.0	17.0	3.0	2.0	14.273756377324236	21.37560915311343
953.0	94.0	123.0	29.0	2.0	2.0	15.636116696387411	2.0
955.0	123.0	43.2	-79.8	2.0	5.0	13.08211381008939	10.209015623457532
960.0	43.2	96.5	53.3	5.0	6.0	9.46813885050541	12.776823635873754
966.0	96.5	53.16666666666668	-43.33333333333332	6.0	12.0	7.818058348193706	12.753162280318875
978.0	53.16666666666668	116.11111111111111	62.944444444444436	12.0	9.0	6.894879374904321	14.03956145684514
987.0	116.11111111111111	89.68345588235294	-26.42765522875817	9.0	6.0	8.240957086795285	9.832627093282625
993.0	89.68345588235294	13.62720588235294	-76.05625	6.0	11.0	7.9356297327324175	8.451396078010898
1004.0	13.62720588235294	56.5	42.87279411764706	11.0	2.0	12.01957851601746	37.704147348438035
1006.0	56.5	10.014388489208633	-46.485611510791365	2.0	139.0	11.135662539426027	0.3318678169377208
1145.0	10.014388489208633	6.5	-3.514388489208633	139.0	2.0	11.135662539426027	0.6007780912532585
1147.0	6.5	52.0	45.5	2.0	3.0	14.273756377324236	16.16580753730952
1150.0	52.0	12.28	-39.72	3.0	51.0	9.289237517174728	19.747482777347678
1201.0	12.28	85.5	73.22	51.0	2.0	11.27111165210989	13.723340072485925
1203.0	85.5	12.25	-73.25	2.0	8.0	12.361435630192927	1.9960899278339137
1211.0	12.25	5.570833333333331	-6.679166666666669	8.0	6.0	8.444468153277713	2.5861205796144473
1217.0	5.570833333333331	106.89375	101.32291666666667	6.0	4.0	10.093069927410696	9.41612092813879
1221.0	106.89375	147.0	40.10625	4.0	2.0	13.54127427560951	15.885003409925138
1223.0	147.0	26.333333333333332	-120.66666666666667	2.0	4.0	13.54127427560951	16.462077633154326
1227.0	26.333333333333332	32.0	5.666666666666668	4.0	2.0	13.54127427560951	29.0750943439761
1229.0	32.0	144.0	112.0	2.0	2.0	15.636116696387411	5.0
1231.0	144.0	113.33333333333333	-30.66666666666667	2.0	4.0	13.54127427560951	6.4686745164678054
1235.0	113.33333333333333	129.0	15.666666666666671	4.0	2.0	13.54127427560951	19.892069888386285
1237.0	129.0	119.5	-9.5	2.0	3.0	14.273756377324236	6.765927710061479
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
